col_1|col_2|col_3
2860|附加消除重置∣首消指定火．5回1.5倍攻∣未消指定火．5回減攻50%∣自殺．無視控制．攻擊零化|SI123SI007SI161
2861|附加消除重置∣首消指定木．5回1.5倍攻∣未消指定木．5回減攻50%∣自殺．無視控制．攻擊零化|SI123SI008SI161
2862|附加消除重置∣首消指定光．5回1.5倍攻∣未消指定光．5回減攻50%∣自殺．無視控制．攻擊零化|SI123SI009SI161
2863|附加消除重置∣首消指定暗．5回1.5倍攻∣未消指定暗．5回減攻50%∣自殺．無視控制．攻擊零化|SI123SI010SI161
2864|累積同屬盾．9粒∣火弱化鎖定10%|SI250SI337
2865|累積同屬盾．15粒∣火弱化鎖定20%∣無限回復|SI250SI337SI212
2866|累積同屬盾．30粒∣火弱化鎖定20%∣無限回復．無視控制|SI250SI337SI212SI124
2867|循環累積同屬盾．5粒∣連擊|SI250SI167
2868|突擊20%．致命步伐500．3回∣連擊∣循環累積同屬盾．10粒|SI160SI274SI250SI167
2869|先攻．致命步伐1000．98回∣連擊∣循環累積同屬盾．15粒|SI160SI274SI250SI167
2870|2秒轉珠∣累積同屬盾．5粒|SI165SI250
2871|突擊20%∣攻後全暗風化3000∣2秒轉珠∣累積同屬盾．10粒|SI160SI221SI165SI250
2872|先攻∣攻後全暗風化15000∣2秒轉珠∣累積同屬盾．15粒|SI160SI221SI165SI250
2873|2心電擊∣9暗符石盾|SI306SI236SI250
2874|禁消心．3回∣3心電擊∣15同屬性符石盾|SI306SI236SI250SI043
2875|禁消心∣4心電擊∣30暗符石盾|SI306SI236SI250SI043
2876|50%盾∣心轉自身∣中毒30%|SI257SI047SI135
2877|25%盾∣心轉自身∣中毒50%|SI257SI047SI135
2878|20%盾∣心轉自身∣中毒70%|SI257SI047SI135
2879|心轉自身∣四重霧化∣心禁消 |SI047WI003SI043
2880|心轉自身∣雙重燃燒10%∣禁消心|SI047SI229SI043
2881|隨機轉光∣首消光傷害吸收|SI304SI047SI014
2882|隨機轉光∣首消光傷害吸收∣隊伍含印度神．神族技能回復攻2倍．7回|SI304SI047SI014SI125SI157
2883|隨機轉光∣隊伍含印度神．神族技能回復攻2倍．7回|SI304SI047SI125SI157
2884|光外防禦75%∣光弱化鎖定10%∣始終盾|SI004SI339SI183
2885|光外防禦90%∣光弱化鎖定20%∣始終盾|SI004SI339SI183
2886|先攻．最多屬珠轉心∣禁消心∣五屬強化盾|SI160SI306SI047SI043SI248
2887|首攻CD2∣附加消除重置∣左右暴風同轉∣扣血100%|SI159SI121SI123SI282SI132
2888|先攻．最多屬珠轉心∣禁消心∣三屬強化盾|SI160SI306SI047SI043SI246
2889|首攻CD3∣附加消除重置∣左右暴風輪轉∣扣血100%|SI159SI121SI123SI282SI132
2890|人攻零化|SI344
2891|獸攻零化|SI345
2892|神攻零化|SI342
2893|龍攻零化|SI346
2894|魔攻零化|SI343
2895|妖攻零化|SI347
2896|機攻零化|SI351
2904|強化盾∣2秒轉珠∣敵身附效盾|SI254SI165SI257
2905|技能封鎖∣心化血符石∣無視減傷|SI122SI232SI251
2906|技能重置∣軌跡黏附．連∣主動盾|SI121SI228SI257
2907|技能封鎖∣黑白符石∣無視減傷|SI122SI215SI251
2908|先攻∣首回固定位置．火心．餘下轉水木∣攻後轉直火∣首消火連擊零化∣首消全心盾|SI160SI047SI114SI045
2909|越攻越強∣軌跡燃燒5000∣水初級拼圖盾．限|SI188SI229SI301SI181
2910|先攻∣首回火心固定轉化．攻後轉直火∣首消火追擊零化∣獸類禁錮|SI160SI047SI114SI045SI122
2911|命懸一線∣移動燃燒．5000∣水強化拼圖盾|SI161SI229SI021SI181
2912|7回神外攻零化∣三重電擊∣無法控制|SI158SI236SI124
2913|累積30↑光符石盾．首消禁水火木暗∣無法控制|SI034SI124
2914|神外技能重置∣三重電擊．先∣7↑Combo追擊盾|SI121SI236SI105
2915|循環累積30↑暗符石．首消禁水火木光盾∣無法控制|SI035SI124
2916|水攻盾 ‧ 首消5Combo盾∣反擊10000 |SI001SI095SI216
2917|燃燒圍城10%∣強化盾∣越扣越強20%|SI229SI254SI139
2918|水攻盾∣首消6Combo盾∣反擊10000|SI001SI096SI216
2919|燃燒圍城20% ‧ 強化盾 ‧ 越扣越強25% |SI229SI254SI139
2920|首消23限定盾∣強化防禦盾∣始終盾|SI250SI230SI183
2921|首消23限定盾∣強化防禦90%∣始終盾 |SI250SI238SI183
2922|光圍城∣禁消光∣光引爆狂擊減傷∣無法控制 |SI304SI041SI168SI124
2923|暗攻盾∣首消五屬同等盾∣始終盾 |SI005SI120SI183
2924|CD1∣技能封鎖1回∣首回引爆光增傷∣龍刻儀吸收增防∣無視減傷|SI159SI122SI168SI140SI251
2925|98回回復力變0∣無法控制∣20%盾|SI233SI124SI257
2926|技能重置∣弱化鎖定圍城10%∣反彈35%|SI121SI158SI260
2927|技能重置．弱化鎖定圍城20%∣反彈35%|SI121SI158SI260
2928|火外攻零化∣2秒轉珠∣火強化初級拼圖盾．限|SI002SI165SI022SI181
2929|回復力零化∣首回攻後問號圍城∣首消木傷害吸收|SI233SI224SI013
2930|循環50擊盾．CD2∣攻後冰封4顆∣無法控制|SI250SI219SI124
2931|循環40擊盾．CD2∣攻後冰封4顆∣無法控制|SI250SI219SI124
2932|100%減傷盾．越攻越弱∣首消心傷害吸收∣無視減傷|SI253SI045SI251
2933|龍脈重置∣技能重置∣附加消除∣CD7．七重障礙∣無法控制∣累積首消100顆符石盾100%∣同歸於盡|SI140SI121SI123SI159SI224SI229SI236
2934|開技防禦盾|SI257
2935|首消隨機11~15符石追擊盾|SI048
2936|首消隨機11~20符石追擊盾|SI048
2937|首消隨機11~25符石追擊盾|SI048
2938|首消隨機16~20符石追擊盾|SI048
2939|首消隨機16~25∣符石追擊盾|SI048
2940|首消隨機20~25∣符石追擊盾|SI048
2941|附加效果才能傷害|SI257
2942|龍脈重置∣技能重置∣附加消除∣CD4-四連障礙∣累積首消60顆符石盾100% ∣同歸於盡∣無法控制 |SI140SI121SI123SI159SI224SI229SI215
2943|首消水傷害吸收∣反擊50%X2|SI011SI260
2943|首消水傷害吸收∣反擊50%X2 |SI011SI260
2944|首消水傷害吸收∣反擊200% |SI011SI260
2944|首消水傷害吸收∣反擊200% |SI011SI260
2945|首消火傷害吸收∣反擊50%X2 |SI012SI260
2945|首消火傷害吸收∣反擊50%X2 |SI012SI260
2946|首消火傷害吸收∣反擊200% |SI012SI260
2946|首消火傷害吸收∣反擊200%|SI012SI260
2947|首消木傷害吸收∣反擊50%X2 |SI013SI260
2947|首消木傷害吸收∣反擊50%X2|SI013SI260
2948|首消木傷害吸收∣反擊200% |SI013SI260
2948|首消木傷害吸收∣反擊200% |SI013SI260
2949|首消光傷害吸收∣反擊50%X2|SI014SI260
2949|首消光傷害吸收∣反擊50%X2|SI014SI260
2950|首消光傷害吸收∣反擊200% |SI014SI260
2950|首消光傷害吸收∣反擊200% |SI014SI260
2951|首消暗傷害吸收∣反擊50%X2|SI015SI260
2951|首消暗傷害吸收∣反擊50%X2|SI015SI260
2952|首消暗傷害吸收∣反擊200% |SI015SI260
2952|首消暗傷害吸收∣反擊200% |SI015SI260
2953|首消心傷害吸收∣反擊50%X2|SI045SI260
2953|首消心傷害吸收∣反擊50%X2|SI045SI260
2954|首消心傷害吸收∣反擊200% |SI045SI260
2954|首消心傷害吸收∣反擊200% |SI045SI260
2955|攻前盾∣首攻當前99% |SI250SI161
2956|7回生命倒數∣自殺 |SI134SI161
2957|除加消除重置∣自殺 |SI121SI123SI161
2958|水攻盾∣2秒轉珠∣8↑Combo追擊盾 |SI001SI165SI106
2959|水攻盾∣暗引爆狂擊減傷∣無法控制 |SI001SI305SI168SI124
2960|隊伍有神∣神族禁錮∣問號圍城∣首消暗追擊零化∣無視控制|SI122SI224SI117SI124
2961|隊伍有人∣左右死亡射擊∣不倒意志40%∣絕境回復狂擊2倍∣無視控制|SI225SI261
2962|火外防禦100%∣水心弱化鎖定20%∣越扣越強25% |SI002SI336SI341SI139
2963|火外防禦75%∣水弱化鎖定10%∣越扣越強20% |SI002SI336SI139
2964|凍結火符石．先∣首攻盾|SI302SI220SI250
2965|凍結火心符石．先∣首攻盾|SI302SI306SI220SI250
2966|凍結火心符石．先∣首攻盾∣強化盾|SI302SI306SI220SI250SI254
2967|轉珠減1秒．5回∣始終盾|SI165SI183
2968|轉珠減1秒．5回∣問號符石．轉∣始終盾|SI165SI224SI183
2969|5回轉珠減3秒∣問號符石．轉∣始終盾|SI165SI224SI183
2970|循環累積50↑水符石盾∣水燃燒20%．水轉火∣無視控制|SI031SI229SI047SI124
2971|3回攻擊力變0∣先攻當前99%∣越扣越強50%∣無視控制|SI160SI158SI139
2972|自殺∣全魔．7回魔攻2倍∣非全魔．附加消除重置|SI362SI121SI123SI161
2973|自殺∣全魔．7回魔攻2倍∣非全魔．7回魔外攻零化．附加消除重置|SI362SI158SI121SI123SI161
2974|附加消除重置∣獵神外∣首消6Combo盾 |SI121SI123SI157SI096
2975|CD1∣剋屬盾∣不倒意志50%∣血弱連擊趨狂 |SI159SI048SI261SI188
2976|指定始終盾∣心引爆狂擊∣禁消心|SI183SI306SI168SI043
2977|CD1∣附加消除重置∣魔外技能封鎖∣首回心外弱化鎖定20%|SI159SI121SI123SI122SI158
2978|五屬強化盾∣還原符石∣外側轉水．結|SI248SI227SI301SI047
2979|CD3∣攻前盾∣首消水傷害吸收．反擊200%∣隨機轉水∣無法控制|SI159SI250SI011SI260SI047SI124
2980|首回3顆風化3000-每回1顆∣強化盾 |SI221SI254
2981|首回6顆風化9000-每回2顆∣強化盾∣首消木傷害吸收 |SI221SI254SI013
2982|首回9顆風化15000-每回3顆∣強化盾∣首消木傷害吸收 |SI221SI254SI013
2983|突擊10%∣四連燃燒10%∣燃燒位置轉火|SI160SI229SI302SI047
2984|突擊65%．四連燃燒10%．燃燒位置轉火∣首消火傷害吸收|SI160SI229SI302SI047SI012
2985|先攻．四連燃燒20%．燃燒位置轉火∣首消火傷害吸收．反擊50%|SI160SI229SI302SI047SI012SI260
2986|突擊10%．黏附．攻後縱橫轉光|SI160SI228SI304SI047
2987|突擊65%．雙重黏附．攻後縱橫轉光∣首消光傷害吸收|SI160SI228SI304SI047SI014
2988|先攻．三重黏附．攻後縱橫轉光∣首消光傷害吸收．反擊50%|SI160SI228SI304SI047SI014SI260
2989|水攻盾∣首回冰封圍城∣水外超級技能重置|SI001SI219SI121
2990|CD1∣水攻盾∣三屬盾禁首消光暗∣無視減傷|SI159SI001SI242SI251
2991|火攻盾 ‧ 雙重擴散燃燒20% ‧ 火外超級技能重置 |SI002SI229SI121
2992|CD1 ‧ 火攻盾 ‧ 水木弱化鎖定20% ‧ 連擊-血弱趨狂 |SI159SI002SI336SI338SI167SI188
2993|木攻盾∣隨機轉水∣首消水零化追擊∣木外超級技能重置|SI003SI301SI047SI011SI113SI121
2994|CD1∣木攻盾∣軌跡問號．連∣9↑Combo追擊盾|SI159SI003SI224SI107
2995|光攻盾∣首消光暗同Combo盾∣光外超級技能重置|SI004SI112SI121
2996|CD1∣光攻盾∣2秒轉珠∣五屬強化盾|SI159SI004SI165SI248
2997|暗攻盾∣黑白符石∣暗外超級技能重置|SI005SI215SI121
2998|CD1 ‧ 暗攻盾∣首消7Combo盾 ‧ 強化防禦盾 |SI159SI005SI087SI230
2999|魔攻盾∣中毒90%∣魔外超級技能重置|SI062SI135SI121
3000|CD1∣魔攻盾∣禁消心∣首消五屬同Combo盾|SI159SI062SI043SI120
3001|5回回復力減弱70%∣自殘20%|SI233SI161
3002|4回回復力減弱70%∣自殘25%|SI233SI161
3004|先攻∣攻後固定轉光．光轉別屬∣首消光追擊零化∣無法控制|SI160SI047SI304SI116SI124
3005|3回攻擊零化∣首消水火木傷害吸收．反擊200%∣無視減傷|SI158SI037SI260SI251
3006|攻前盾∣首攻引爆非獸族符石增攻減傷|SI250SI082SI168SI188SI253
3007|攻前盾∣首攻引爆非獸族符石增攻減傷 |SI250SI082SI168SI188SI253
3008|攻前盾∣首攻獸外附加消除．技能重置∣首消暗追擊零化|SI250SI123SI121SI117
3009|固定轉光心．其他轉隱藏別屬∣2秒轉珠∣首消暗傷害吸收|SI047SI304SI306SI165SI015
3010|固定轉光心．其他轉隱藏別屬∣6↑Combo盾∣首消全光盾|SI047SI304SI306SI104SI034
3011|缺獸技能封鎖∣越扣越強25%∣首消火傷害吸收|SI122SI139SI012
3012|中毒70%∣首回全水冰封∣首消全水盾|SI135SI301SI219SI031
3013|中毒70%∣首回全火冰封∣首消全火盾|SI135SI302SI219SI032
3014|中毒70%∣首回全木冰封∣首消全木盾|SI135SI303SI219SI033
3015|CD3∣附加消除重置∣五屬強化盾∣無法控制|SI159SI121SI123SI248SI124
3016|雙重黏附∣扣血50% |SI228SI128
3017|三重黏附∣扣血70% ‧ 不倒意志50% |SI228SI129SI261
3018|四重黏附∣扣血90% ‧ 必殺不倒意志50% |SI228SI131SI261SI132
3019|突擊10%．雙重燃燒10%∣隨機轉心|SI160SI229SI047SI306
3020|突擊65%．三重燃燒10%∣隨機轉心∣首消心傷害吸收|SI160SI229SI047SI306SI045
3021|先攻．四重燃燒20%∣隨機轉心∣首消心傷害吸收|SI160SI229SI047SI306SI045
3022|突擊10%．雙重水風化3000∣5↑Combo盾|SI160SI301SI221SI103
3023|突擊65%．三重水風化9000∣6↑Combo追擊盾∣無視控制|SI160SI301SI221SI104
3024|先攻．四重水風化15000∣7↑Combo追擊盾∣無視控制|SI160SI301SI221SI105
3025|首回隨機轉水∣首消水追擊零化∣水火防禦盾 |SI301SI047SI113SI001SI002
3026|CD1∣先攻當前99%‧心圍城 ∣心禁消 |SI159SI161SI306SI047SI043
3027|隨機轉水∣首消水追擊零化‧水火防禦盾 |SI301SI047SI113SI001SI002
3028|CD1∣先攻當前99%‧心圍城∣心禁消‧2倍不倒意志40% |SI159SI161SI306SI047SI043SI261
3029|CD1．先攻當前99%∣靈氣圍城∣禁消心∣2倍不倒意志60%|SI159SI161SI306SI047SI043SI261
3030|隨機上下射擊∣暗外防禦90%∣首消5Combo盾∣首消光追擊零化|SI225SI005SI095SI116
3031|隨機左右射擊∣暗攻盾∣首消6Combo盾∣首消光追擊零化|SI225SI005SI096SI116
3032|首消暗傷害吸收∣含神獸外技能重置．7回攻50%|SI015SI121SI158
3033|隨機轉暗∣首消暗傷害吸收∣含神獸外技能重置．7回攻50%|SI047SI305SI015SI121SI158
3034|突擊65%．隨機縱橫轉木∣首消木傷害吸收|SI160SI047SI303SI013
3035|突擊65%．隨機縱橫轉木∣首消木且攻．傷害吸收．連續反擊50%|SI160SI047SI303SI013SI260
3036|突擊65%．隨機縱橫轉木風化9000∣首消木且攻．傷害吸收．連續反擊50%|SI160SI047SI303SI221SI013SI260
3037|突擊65%．機將縱橫轉木．木縱橫輪轉∣首消木且攻．傷害吸收．連續反擊50%|SI160SI047SI303SI013SI260
3038|突擊65%．隨機縱橫轉木風化15000∣木縱橫輪轉∣首消木且攻．傷害吸收．連續反擊50%|SI160SI047SI303SI221SI013SI260
3039|CD1∣剋屬初級拼圖盾．限∣越攻越強∣無法控制|SI159SI181SI188SI124
3040|CD1∣首回6顆雙重石化1000倍∣無法控制．無視減傷|SI159SI237SI124SI251
3041|CD1∣火攻盾∣五次受攻盾50%∣無視減傷|SI159SI002SI211SI251
3042|CD1∣2秒轉珠∣五次受攻盾20%∣無視減傷|SI159SI165SI211SI251
3043|CD1∣首消指定Combo20%盾．未消狂怒|SI159SI257SI110
3044|先攻．二五直行轉火∣隨機轉火．消火減時0.2-1秒∣首消火攻擊零化 |SI160SI047SI302SI165SI337
3045|先攻．單數橫行轉火∣隨機轉火．敵血50%↓兩屬轉火．消火減時0.2-1秒∣首消火攻擊零化∣敵血50%↓攻2倍．無視減傷|SI160SI047SI302SI165SI337SI188
3046|先攻．火圍城∣隨機轉火．敵血50%↓兩屬轉火．消火減時0.2-1秒∣首消火攻擊零化∣敵血50%↓攻3倍．無視減傷|SI160SI047SI302SI165SI337SI188
3047|CD2∣首回4顆雙重石化10000倍∣轉珠技無效∣扣血100%|SI159SI237SI058SI132
3048|CD2∣首回4顆三層石化10000倍∣轉珠技無效∣扣血100%|SI159SI237SI058SI132
3049|CD2∣首回4顆雙重石化10000倍∣轉珠技無效∣軌跡燃燒2000∣扣血100%|SI159SI237SI058SI132SI229
3050|CD2∣首回4顆三重石化10000倍∣轉珠技無效∣軌跡燃燒5000∣扣血100%|SI159SI237SI058SI132SI229
3051|四重問號追擊∣首消暗傷害吸收|SI224SI015
3052|八重問號追擊∣首消暗傷害吸收|SI224SI015
3053|十二重問號追擊∣首消暗傷害吸收∣神攻盾|SI224SI015SI061
3054|十六重問號追擊∣首消暗傷害吸收∣神攻盾|SI224SI015SI061
3055|始終盾∣攻後回復衰弱20%∣溢補盾|SI183SI233SI217
3056|始終盾∣攻後回復衰弱25%∣溢補盾|SI183SI233SI217
3057|黑白符石∣首消水火木光攻擊零化∣無法控制|SI215SI005SI124
3058|5回攻擊力變0∣光外超級技能重置∣黑白符石|SI158SI121SI215
3059|暗弱化鎖定100%∣強化盾∣神攻盾|SI340SI254SI061
3060|扣血70%∣縱橫射擊∣光暗盾|SI129SI225SI241
3061|扣血90%∣縱橫輪流射擊∣強化光暗盾|SI131SI225SI245
3062|無限回復∣軌跡燃燒2000∣光暗盾禁首消水火木|SI212SI229SI241
3063|無限回復∣軌跡燃燒5000∣強化光暗盾禁首消水火木|SI212SI229SI245
3064|CD2∣首消4Combo盾∣扣血100%∣1212水暗幻變盾|SI159SI094SI132SI227SI031SI035
3065|CD1∣首消6Combo盾∣扣血100%∣1515水暗幻變盾|SI159SI096SI132SI227SI031SI035
3066|隨機轉水∣攻後水橫縱輪轉∣2秒轉珠|SI047SI301SI165
3067|2秒轉珠∣8↑Combo盾∣首消水傷害吸收|SI165SI106SI011
3068|2秒轉珠∣10↑Combo盾∣首消水傷害吸收|SI165SI108SI011
3069|20↑Combo盾∣首消水傷害吸收∣轉珠技無效|SI109SI011SI058
3070|2秒轉珠∣8↑Combo盾∣首消水傷害吸收|SI165SI106SI011
3071|2秒轉珠∣10↑Combo追擊盾∣首消水傷害吸收|SI165SI108SI011
3072|20↑Combo追擊盾∣首消水傷害吸收∣轉珠技無效|SI109SI011SI058
3073|3回回復力變0∣10↑Combo盾∣禁消水|SI156SI108SI038
3074|5回回復力變0∣20↑Combo盾∣禁消水∣轉珠技無效|SI156SI109SI038SI058
3075|命懸一線∣軌跡靈化800∣缺血盾∣扣血50%|SI161SI213SI256SI128
3076|命懸一線∣軌跡靈化800∣缺血盾∣扣血70%|SI161SI213SI256SI129
3077|命懸一線∣軌跡靈化800∣缺血盾∣扣血90%|SI161SI213SI256SI131
3078|CD1∣生命回復∣越攻越強∣缺血盾∣無法控制 |SI159SI214SI188SI256SI124
3079|CD1∣生命回復∣四重燃燒20%∣缺血盾|SI159SI214SI229SI256
3080|敵轉水∣循環累積15↑相剋符石盾∣越攻越強∣無法控制|SI016SI250SI188SI124
3081|敵轉水∣首回附加消除重置∣化血圍城∣禁消心∣無法控制|SI016SI123SI232SI043SI124
3082|敵轉火∣循環累積15↑相剋符石盾∣越攻越強∣無法控制|SI017SI250SI188SI124
3083|敵轉火∣首回附加消除重置∣冰封圍城∣9↑Combo追擊盾∣無法控制|SI017SI123SI219SI107SI124
3084|敵轉木∣循環累積15↑相剋符石盾∣越攻越強∣無法控制|SI018SI250SI188SI124
3085|敵轉木∣首回附加消除重置∣軌跡燃燒5000∣首消全木盾∣無法控制|SI018SI123SI229SI033SI124
3086|敵轉光∣滅光增攻∣禁消光∣無法控制|SI019SI304SI168SI041SI124
3087|敵轉光∣首回附加消除重置∣迷惑符石∣首消火追擊零化∣無法控制|SI019SI123SI227SI114SI124
3088|敵轉暗∣滅暗增攻∣禁消暗∣無法控制|SI020SI305SI168SI042SI124
3089|敵轉暗∣首回附加消除重置∣迷惑符石∣首消水追擊零化∣無法控制|SI020SI123SI227SI113SI124
3090|首消隨機16~25顆符石追擊盾∣25%盾∣無法控制|SI048SI257SI124
3091|附加消除∣攻前盾．扣當前99%．問號圍城∣首消暗傷害吸收∣無法控制|SI121SI250SI161SI224SI015SI124
3092|X形燃燒20%∣首消全木盾∣越攻越強|SI229SI033SI124
3093|X形燃燒20%∣首消全光盾∣越攻越強|SI229SI034SI124
3094|X形燃燒20%∣首消全暗盾∣越攻越強|SI229SI035SI124
3095|首消13顆指定盾∣強化防禦盾∣始終盾∣無視減傷|SI048SI230SI183SI251
3096|首消17顆指定盾∣強化防禦盾∣始終盾∣無視減傷|SI048SI230SI183SI251
3097|首消23顆指定盾∣強化防禦盾∣始終盾∣無視減傷|SI048SI230SI183SI251
3098|首消27顆指定盾∣強化防禦盾∣始終盾∣無視減傷|SI048SI230SI183SI251
3099|首消13顆指定盾∣強化防禦90%∣始終盾∣無視減傷|SI048SI238SI183SI251
3100|首消17顆指定盾∣強化防禦90%∣始終盾∣無視減傷|SI048SI238SI183SI251
3101|首消23顆指定盾∣強化防禦90%∣始終盾∣無視減傷|SI048SI238SI183SI251
3102|首消27顆指定盾∣強化防禦90%∣始終盾∣無視減傷|SI048SI238SI183SI251
3103|暗攻零化｜首回心轉暗｜黑白符石｜首消暗攻擊零化|SI005SI047SI215SI015
3104|暗攻零化｜首回心轉暗｜黑白符石|SI005SI047SI215
3105|含格雷-CD2-首回水轉心｜攻後水橫縱輪轉｜血弱50%-水符石燃燒10%|SI159SI306SI047SI301SI229
3106|含格雷-CD2-首回水轉心｜攻後水橫縱輪轉｜血弱50%-水符石燃燒10%｜首消水傷害零化|SI159SI306SI047SI301SI229SI011
3107|含格雷-CD2-首回水轉心｜攻後水橫縱輪轉｜血弱50%-水符石燃燒20%｜5回轉珠減1秒｜2倍不倒意志30%-回血50%-4顆冰玫瑰3000|SI159SI306SI047SI301SI229SI011SI260
3108|5回轉珠減1秒｜2倍不倒意志30%-回血50%-4顆冰玫瑰3000|SI165SI261SI201
3109|5回轉珠減2秒｜2倍不倒意志30%-回血70%-8顆冰玫瑰6000|SI165SI261SI201
3110|5回轉珠減3秒｜2倍不倒意志30%-回血100%-12顆冰玫瑰9000|SI165SI261SI201
3111|妖尾成員技能回復｜自殺|SI125SI161
3112|妖尾成員技能回復-7回攻擊2倍｜自殺|SI125SI157SI161
3113|先攻-雙重燃燒20%｜艾爾莎禁錮｜3回納茲3倍攻｜首消水光暗傷害零化-反擊200%|SI160SI229SI122SI157SI030SI260
3114|CD1｜首回電擊7顆｜7↑Combo追擊盾｜無法控制|SI159SI236SI105SI124
3115|火攻零化｜攻後火縱橫輪轉｜雙重擴散燃燒20%|SI002SI302SI047SI229
3116|火攻零化｜2倍不倒意志1%-回血100%｜垂死反擊3000｜無法控制|SI002SI261SI216SI124
3117|火攻零化｜2倍不倒意志1%-回血100%｜反擊3000｜無法控制|SI002SI261SI216SI124
3118|缺梅比斯或納茲-附加消除-超級技能重置｜首回側行隱藏｜首消暗追擊零化｜回復力變0|SI121SI123SI224SI117SI156
3119|CD1｜暗屬防禦99%｜黑白符石｜五屬盾｜心禁消|SI159SI005SI215SI244SI043
3120|CD1｜暗屬防禦99%｜黑白符石｜強化五屬盾｜心禁消|SI159SI005SI215SI248SI043
3121|循環累積50↑火符石盾｜火轉木位置黏附｜無法控制|SI032SI302SI303SI047SI228SI124
3122|CD1｜全木風化15000｜首消木追擊零化｜無法控制|SI159SI303SI221SI115SI124
3123|循環累積50↑暗符石盾｜首回全暗轉光電擊｜無法控制|SI035SI305SI304SI236SI124
3124|CD1｜龍脈重置｜暗強化初級拼圖盾-限｜無法控制|SI159SI140SI025SI181SI124
3125|循環累積50↑光符石盾｜首回全光轉暗弱化鎖定20%｜無法控制|SI034SI304SI305SI340SI124
3126|CD1｜黑白符石｜首回光引爆狂擊-龍脈吸收減傷｜無法控制|SI159SI215SI304SI168SI140SI124
3127|心引爆狂擊｜首消全心盾｜無法控制|SI306SI168SI036SI124
3128|攻擊無效｜龍脈重置｜機械外超級技能重置|SI257SI140SI121
3129|攻擊無效｜始終盾｜無視減傷|SI257SI183SI251
3130|攻擊無效｜首回縱橫隱藏｜首消光傷害吸收-反擊100%|SI257SI224SI014SI260
3131|CD1｜首回弱化鎖定圍城20%｜扣血100%｜無法控制|SI159SI158SI132SI124
3132|CD1｜龍刻封鎖｜首回弱化鎖定圍城20%｜扣血100%｜無法控制|SI159SI223SI158SI132SI124
3133|4回攻擊零化｜隨機轉光｜無法控制|SI158SI304SI047SI124
3134|生命回復｜攻後光縱橫輪轉｜9↑Combo盾｜9秒轉珠|SI214SI304SI047SI107SI166
3135|突擊-雙重黏附｜扣血50%|SI160SI228SI128
3136|突擊-三重黏附｜扣血70%｜不倒意志50%-回血100%|SI160SI228SI129SI261
3137|先攻-四重黏附｜扣血90%｜不倒意志50%-回血100%-完殺|SI160SI228SI131SI261
3138|水引爆減時0.2-1秒｜無法控制|SI312SI124
3139|3回禁消水-水引爆減時0.3-1秒｜無法控制|SI038SI312SI124
3140|水禁消｜水引爆減時0.5-1秒｜無法控制|SI038SI312SI124
3141|首回轉水｜水禁消｜水引爆減時0.5-1秒｜無法控制|SI011SI038SI312SI124
3142|火引爆增攻0.2-7倍｜無法控制|SI313SI124
3143|3回火禁消-火引爆增攻0.3-10倍｜無法控制|SI039SI313SI124
3144|火禁消-火引爆增攻0.5-16倍｜無法控制|SI039SI313SI124
3145|首回轉火｜火禁消-火引爆增攻0.5-16倍｜無法控制|SI012SI039SI313SI124
3146|木引爆減攻2-50%｜無法控制|SI314SI124
3147|3回木禁消-木引爆減攻3-50%｜無法控制|SI040SI314SI124
3148|木禁消-木引爆減攻5-90%｜無法控制|SI040SI314SI124
3149|首回轉木｜木禁消-木引爆減攻5-90%｜無法控制|SI013SI040SI314SI124
3150|先攻當前99%-四角燃燒20%｜迷惑符石｜自殘20%|SI160SI229SI227SI161
3151|CD2｜隨機轉火｜剋屬拼圖盾-限｜首消火傷害吸收|SI159SI047SI181SI012
3152|CD2｜隨機轉火｜敵屬初級拼圖盾-限｜首消火傷害吸收|SI159SI047SI181SI012
3153|暗電擊3顆｜首消暗追擊零化｜無法控制|SI236SI117SI124
3154|40擊盾｜攻後電擊3顆｜無法控制|SI250SI236SI124
3155|每回敵屬轉化10顆-他屬轉化4顆｜消除敵屬盾禁首消-自殘20%｜攻擊無效-超級防禦|SI047SI250SI161SI257
3156|CD1｜機械外技能封鎖｜越戰越強-銀｜無法控制|SI159SI122SI188SI124
3157|突擊-3直行轉光｜光禁消｜光引爆增攻0.5-16倍｜無法控制|SI160SI047SI041SI315SI124
3158|CD3｜首消光傷害吸收｜扣血100%｜無法控制|SI159SI014SI132SI124
3159|CD1｜直向射擊｜首消光追擊零化｜無法控制|SI159SI225SI014SI124
3160|木外防禦75%｜隨機轉水｜攻後水橫縱輪轉｜首消水追擊零化|SI003SI011SI113
3161|木外防禦90%｜隨機轉水｜攻後水橫縱輪轉｜首消水追擊零化｜無法控制|SI003SI011SI113SI124
3162|天惠6星科研敍論-7回人機2倍攻｜自殺|SI157SI161
3163|天惠6星科研敍論-7回人機2倍攻｜隨機側行風化9000｜7↑Combo追擊盾|SI157SI221SI105
3164|光攻盾｜超級技能重置｜6↑Combo追擊盾|SI004SI121SI104
3165|光攻盾｜超級技能重置｜9↑Combo追擊盾|SI004SI121SI107
3166|CD4｜刷新符石-隨機則行電擊｜6秒轉珠｜扣血100%|SI159SI046SI236SI165SI132
3167|CD3｜刷新符石-左右直行電擊｜4秒轉珠｜扣血100%|SI159SI046SI236SI165SI132
3168|首消火攻擊零化｜越戰越強-銀｜縱橫射擊|SI002SI188SI225
